filename,wavenumber,wavenumber_calibrated,sum_withoutIR,sum_withIR,depletion,-ln(depletion),yield_IR
fullrange_depletion_data_C8H6Br0(0)_1000-402,402.0,405.7623,0.224399983882904,0.2195335924625396,0.9783137621662944,0.0219248401881845,-1.0572989879369093e-06
fullrange_depletion_data_C8H6Br0(0)_1000-402,404.0,407.6799,0.1977483928203582,0.2186019420623779,1.1054549619574596,-0.1002569805103077,4.862654279071971e-06
fullrange_depletion_data_C8H6Br0(0)_1000-402,406.0,409.5975,0.3214488327503204,0.2843860983848572,0.8847009832067082,0.1225055631486554,-5.976056702949201e-06
fullrange_depletion_data_C8H6Br0(0)_1000-402,408.0,411.5151,0.1867639422416687,0.1903500258922577,1.0192011563235728,-0.0190191403755154,9.33152543348846e-07
fullrange_depletion_data_C8H6Br0(0)_1000-402,410.0,413.4327,0.164645254611969,0.1827760338783264,1.1101202661995178,-0.1044683573825234,5.155278451182595e-06
fullrange_depletion_data_C8H6Br0(0)_1000-402,412.0,415.3503,0.2270389646291732,0.2250560373067855,0.9912661365170228,0.0087722272076756,-4.353971459996981e-07
fullrange_depletion_data_C8H6Br0(0)_1000-402,414.0,417.2679,0.2714455127716064,0.2816064357757568,1.0374326431127994,-0.0367490487142562,1.8345641345330032e-06
fullrange_depletion_data_C8H6Br0(0)_1000-402,416.0,419.1855,0.2336832880973816,0.2441563904285431,1.0448175067050456,-0.0438422354343401,2.201371444575408e-06
fullrange_depletion_data_C8H6Br0(0)_1000-402,418.0,421.1031,0.2276663184165954,0.2262787371873855,0.9939051975766092,0.0061134515454353,-3.08747683597418e-07
fullrange_depletion_data_C8H6Br0(0)_1000-402,420.0,423.0207,0.2570706605911255,0.2982935309410095,1.1603561847746195,-0.1487270138264659,7.554860394661366e-06
fullrange_depletion_data_C8H6Br0(0)_1000-402,422.0,424.9383,0.2222338169813156,0.2208757996559143,0.993889240873204,0.0061295062270433,-3.131729101062798e-07
fullrange_depletion_data_C8H6Br0(0)_1000-402,424.0,426.8559,0.2345888018608093,0.2100152522325515,0.8952484115467788,0.1106540444176194,-5.6865762268670744e-06
fullrange_depletion_data_C8H6Br0(0)_1000-402,426.0,428.7735,0.2174701392650604,0.2306060343980789,1.0604032129533334,-0.0586492253728181,3.0316111532243596e-06
fullrange_depletion_data_C8H6Br0(0)_1000-402,428.0,430.6911,0.214001327753067,0.2292981445789337,1.0714800089629233,-0.0690408786999818,3.5896155582098696e-06
fullrange_depletion_data_C8H6Br0(0)_1000-402,430.0,432.6087,0.2110626250505447,0.210744559764862,0.9984930288552676,0.001508107767797,-7.886915579558158e-08
fullrange_depletion_data_C8H6Br0(0)_1000-402,432.0,434.5263,0.2199262082576751,0.2368550449609756,1.07697507649232,-0.0741562563023208,3.900843937071739e-06
fullrange_depletion_data_C8H6Br0(0)_1000-402,434.0,436.4439,0.1833643913269043,0.2156177163124084,1.175897428896118,-0.1620316253460911,8.57332546306889e-06
fullrange_depletion_data_C8H6Br0(0)_1000-402,436.0,438.3615,0.2047454118728637,0.2028623968362808,0.9908031392774154,0.0092394129450087,-4.917398757347449e-07
fullrange_depletion_data_C8H6Br0(0)_1000-402,438.0,440.2791,0.2708882987499237,0.2831340432167053,1.045205881993768,-0.0442138822735982,2.36697686564478e-06
fullrange_depletion_data_C8H6Br0(0)_1000-402,440.0,442.1967,0.3432850539684295,0.3289317488670349,0.9581883774563786,0.0427108841658747,-2.2999639439296163e-06
fullrange_depletion_data_C8H6Br0(0)_1000-402,442.0,444.1143,0.166876271367073,0.1754324585199356,1.051272640997843,-0.0500014692886445,2.7084144856815707e-06
