filename,wavenumber,wavenumber_calibrated,sum_withoutIR,sum_withIR,depletion,-ln(depletion),yield_IR
fullrange_depletion_data_C8H6Br0(0)_1880-659,1375.0,1338.6746999999998,0.0968505321070551,0.087699600495398,0.934561952601314,0.070234512206721,-6.074918220864865e-05
fullrange_depletion_data_C8H6Br0(0)_1880-659,1377.0,1340.5922999999998,0.1253456268459558,0.1129004787653684,0.9302560814507336,0.0749077960045821,-6.489992593019325e-05
fullrange_depletion_data_C8H6Br0(0)_1880-659,1379.0,1342.5098999999998,0.0980243347585201,0.1041085589677095,0.9436605501717952,0.0611821403851331,-5.3094989758825906e-05
fullrange_depletion_data_C8H6Br0(0)_1880-659,1381.0,1344.4274999999998,0.0954420194029808,0.0845004906877875,0.9523987944496894,0.0520110960652902,-4.520859646764981e-05
fullrange_depletion_data_C8H6Br0(0)_1880-659,1385.0,1348.2626999999998,0.089033143594861,0.0806346535682678,0.9515140699416826,0.0519108883406318,-4.526154940307995e-05
fullrange_depletion_data_C8H6Br0(0)_1880-659,1387.0,1350.1802999999998,0.1179674249142408,0.1177720036357641,0.935182787479638,0.0672470876089283,-5.8721127471641406e-05
fullrange_depletion_data_C8H6Br0(0)_1880-659,1391.0,1354.0155,0.0874597122892737,0.0826368876732885,0.95098442189411,0.0507480322210156,-4.44420795320777e-05
fullrange_depletion_data_C8H6Br0(0)_1880-659,1393.0,1355.9331,0.0960157755762338,0.0902289431542158,0.9515748519047568,0.0497867036778097,-4.3660933125008176e-05
fullrange_depletion_data_C8H6Br0(0)_1880-659,1395.0,1357.8507,0.086852834559977,0.078335091471672,0.9153473522054484,0.0885931526221267,-7.779815187821961e-05
fullrange_depletion_data_C8H6Br0(0)_1880-659,1397.0,1359.7683,0.1237081512808799,0.1189976446330547,0.9148375780431544,0.0895580552579542,-7.874959999397458e-05
fullrange_depletion_data_C8H6Br0(0)_1880-659,1399.0,1361.6859,0.0970227196812629,0.0846626120619475,0.9242903409421231,0.0790002871875298,-6.955560502065515e-05
fullrange_depletion_data_C8H6Br0(0)_1880-659,1403.0,1365.5211,0.0927991261705756,0.0907959071919322,0.9705556476272718,0.0320019333026503,-2.824587950229927e-05
fullrange_depletion_data_C8H6Br0(0)_1880-659,1407.0,1369.3563,0.0871849041432142,0.0886581689119339,1.0375534593943334,-0.0341525114534893,3.0214733472304302e-05
fullrange_depletion_data_C8H6Br0(0)_1880-659,1411.0,1373.1915,0.0784255061298608,0.0869417618960142,1.082657984963742,-0.0805821885915814,7.14488060608096e-05
fullrange_depletion_data_C8H6Br0(0)_1880-659,1413.0,1375.1091,0.1094731148332357,0.1210734751075506,1.037280511018659,-0.0321024060860037,2.8493913292389303e-05
fullrange_depletion_data_C8H6Br0(0)_1880-659,1415.0,1377.0267,0.1040381900966167,0.096940525341779,0.970702546270671,0.0346563134737238,-3.079224855959362e-05
fullrange_depletion_data_C8H6Br0(0)_1880-659,1417.0,1378.9442999999999,0.136693948879838,0.1193925375118851,0.92725391820202,0.0761038856376988,-6.768562232582306e-05
fullrange_depletion_data_C8H6Br0(0)_1880-659,1419.0,1380.8618999999999,0.0783593971282243,0.0750383427366614,0.982490297268008,0.0231511719586636,-2.061006014245884e-05
fullrange_depletion_data_C8H6Br0(0)_1880-659,1421.0,1382.7794999999999,0.0771713014692068,0.0840739654377102,1.0603955687262254,-0.0543151255760485,4.8398285715274485e-05
fullrange_depletion_data_C8H6Br0(0)_1880-659,1423.0,1384.6970999999999,0.0954575315117836,0.1120243640616536,1.0664622176192735,-0.0610318944446816,5.443212465027388e-05
fullrange_depletion_data_C8H6Br0(0)_1880-659,1427.0,1388.5322999999999,0.0774484351277351,0.0756028573960065,1.0455835321978857,-0.0401171533221868,3.583987140869519e-05
fullrange_depletion_data_C8H6Br0(0)_1880-659,1429.0,1390.4498999999998,0.0892552360892295,0.081671891734004,0.967826833637554,0.0341974705693115,-3.0575895298917696e-05
fullrange_depletion_data_C8H6Br0(0)_1880-659,1431.0,1392.3674999999998,0.083542488515377,0.0870496169663965,0.9783197637296152,0.0243697341285621,-2.1805778861970485e-05
fullrange_depletion_data_C8H6Br0(0)_1880-659,1433.0,1394.2850999999998,0.1129760146141052,0.1065655928105115,1.044527650356118,-0.0393939705331235,3.5275488779609957e-05
fullrange_depletion_data_C8H6Br0(0)_1880-659,1435.0,1396.2026999999998,0.085068448446691,0.1004378097131848,1.0299919423788877,-0.0260286849001336,2.332410285161762e-05
fullrange_depletion_data_C8H6Br0(0)_1880-659,1439.0,1400.0378999999998,0.0769453030079603,0.0778048345819115,1.0730455193498654,-0.0691864535763062,6.208032746711456e-05
fullrange_depletion_data_C8H6Br0(0)_1880-659,1441.0,1401.9554999999998,0.0843510851264,0.07717777043581,1.0377978331800308,-0.0241501666331467,2.168323370810601e-05
fullrange_depletion_data_C8H6Br0(0)_1880-659,1443.0,1403.8730999999998,0.0888826362788677,0.1067560585215687,0.9500305810566436,0.067506475205694,-6.0646779843339165e-05
fullrange_depletion_data_C8H6Br0(0)_1880-659,1447.0,1407.7082999999998,0.1011803522706031,0.0742208871524781,0.8812532881490489,0.1437012370807144,-0.0001292415842100021
fullrange_depletion_data_C8H6Br0(0)_1880-659,1449.0,1409.6258999999998,0.0976781658828258,0.0850126259028911,0.885055028105395,0.1389174426152257,-0.00012500282510887785
